qid,question.en,question.vi,answer.en,answer.vi,url
crawled_378,What should I do if I have been exposed to someone who has COVID\-19?,Tôi nên làm gì nếu tôi đã tiếp xúc với người bị COVID-19?,"If you have been exposed to someone with COVID\-19, you may become infected, even if you feel well.

After exposure to someone who has COVID\-19, do the following:

• Call your healthcare provider to get tested or test yourself.
• Stay home if you feel unwell.
• Wear a mask when interacting with others in or outside of your household or sharing space with others.
• Clean your hands regularly.
• Practice respiratory etiquette: cover your mouth and nose with your bent elbow or a tissue when you cough or sneeze.
• Avoid crowded, enclosed or poorly ventilated spaces.
• Get vaccinated and stay up to date with booster doses.","Nếu bạn đã tiếp xúc với người nhiễm COVID-19, bạn có thể bị lây nhiễm, ngay cả khi bạn cảm thấy khỏe mạnh.

Sau khi tiếp xúc với người nhiễm COVID-19, hãy thực hiện các bước sau:

• Gọi cho nhà cung cấp dịch vụ y tế của bạn để được xét nghiệm hoặc tự xét nghiệm.
• Ở nhà nếu bạn cảm thấy không khỏe.
• Đeo khẩu trang khi tiếp xúc với người khác trong hoặc ngoài gia đình hoặc khi chia sẻ không gian với người khác.
• Rửa tay thường xuyên.
• Thực hành vệ sinh hô hấp: che miệng và mũi bằng khuỷu tay gập hoặc khăn giấy khi ho hoặc hắt hơi.
• Tránh những nơi đông người, kín hoặc thông gió kém.
• Tiêm vắc-xin và cập nhật các liều tăng cường.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19
crawled_379,What should I do if the symptoms of the person with COVID\-19 infection in my care seem to be getting worse?,Tôi nên làm gì nếu các triệu chứng của người bị nhiễm COVID-19 mà tôi đang chăm sóc có vẻ đang trở nên tồi tệ hơn?,"If symptoms worsen, contact your healthcare provider immediately.

Some symptoms may be signals that more urgent medical care is needed. Depending on the age of the person in your care, their symptoms may look different. Adults may look dehydrated, have shortness of breath or chest pains. They may also complain of light\-headedness. Children may suddenly appear confused or refuse to eat. Their face or lips may turn blue. Babies may be unable to breastfeed. These symptoms are warning signs that urgent care is needed.","Nếu các triệu chứng trở nên nghiêm trọng hơn, hãy liên hệ ngay với nhà cung cấp dịch vụ chăm sóc sức khỏe của bạn.

Một số triệu chứng có thể là dấu hiệu cho thấy cần được chăm sóc y tế khẩn cấp hơn. Tùy thuộc vào độ tuổi của người mà bạn đang chăm sóc, các triệu chứng của họ có thể trông khác nhau. Người lớn có thể trông bị mất nước, khó thở hoặc đau ngực. Họ cũng có thể phàn nàn về cảm giác chóng mặt. Trẻ em có thể đột ngột trở nên bối rối hoặc từ chối ăn. Mặt hoặc môi của chúng có thể chuyển sang màu xanh. Trẻ sơ sinh có thể không thể bú mẹ. Những triệu chứng này là dấu hiệu cảnh báo rằng cần được chăm sóc khẩn cấp.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-families-and-caregivers
crawled_380,"What are the rights, duties and responsibilities of workers?","Công nhân có những quyền, nghĩa vụ và trách nhiệm gì?","Workers are responsible to follow the measures for occupational safety and health and infection prevention and control established for their workplace, and to participate in training provided by the employer. Workers should report to their supervisor any situation which may present an imminent and serious danger to their life or health. Workers have the right to remove themselves from any work situation that they have reasonable justification to believe presents an imminent and serious danger to their life or health, and should be protected from any undue consequences as a result of exercising this right.","Người lao động có trách nhiệm tuân thủ các biện pháp an toàn và sức khỏe nghề nghiệp cũng như phòng ngừa và kiểm soát lây nhiễm được thiết lập cho nơi làm việc của họ, và tham gia các khóa đào tạo do người sử dụng lao động cung cấp. Người lao động nên báo cáo cho người giám sát của họ bất kỳ tình huống nào có thể gây ra nguy hiểm nghiêm trọng và sắp xảy ra đối với tính mạng hoặc sức khỏe của họ. Người lao động có quyền rời khỏi bất kỳ tình huống công việc nào mà họ có lý do chính đáng để tin rằng có nguy hiểm nghiêm trọng và sắp xảy ra đối với tính mạng hoặc sức khỏe của họ, và nên được bảo vệ khỏi bất kỳ hậu quả không đáng có nào do thực hiện quyền này.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-health-and-safety-in-the-workplace
crawled_381,How is the research and development process being accelerated without compromising safety?,Quá trình nghiên cứu và phát triển đang được đẩy nhanh như thế nào mà không ảnh hưởng đến sự an toàn?,"WHO and its partners are committed to accelerating the development of COVID\-19 vaccines while maintaining the highest standards on safety.

Vaccines go through various phases of development and testing – there are usually three phases to clinical trials, with the last one designed to assess the ability of the product to protect against disease, which is called efficacy. All phases assess safety. The last phase, phase III, are usually conducted in a large number of people, often 10’s of thousands.   After that, the vaccine needs to go through a review by the national regulatory authority, who will decide if the vaccine is safe and effective enough to be put on the market, and a policy committee, who will decide how the vaccine should be used.      

In the past, vaccines have been developed through a series of consecutive steps that can take many years. Now, given the urgent need for COVID\-19 vaccines, unprecedented financial investments and scientific collaborations are changing how vaccines are developed. This means that some of the steps in the research and development process have been happening in parallel, while still maintaining strict clinical and safety standards. For example, some clinical trials are evaluating multiple vaccines at the same time. It is the scale of the financial and political commitments to the development of a vaccine that has allowed this accelerated development to take place. However, this does not make the studies any less rigorous.

The more vaccines in development the more opportunities there are for success.

Any longer\-term safety assessment will be conducted through continued follow up of the clinical trial participants, as well as through specific studies and general pharmacovigilance of those being vaccinated in the roll out.   This represents standard practise for all newly authorized vaccines.

More information about COVID\-19 vaccine development is available here.","WHO và các đối tác của mình cam kết đẩy nhanh phát triển vắc-xin COVID-19 trong khi vẫn duy trì các tiêu chuẩn an toàn cao nhất.

Vắc-xin trải qua nhiều giai đoạn phát triển và thử nghiệm – thường có ba giai đoạn thử nghiệm lâm sàng, với giai đoạn cuối cùng được thiết kế để đánh giá khả năng của sản phẩm trong việc bảo vệ chống lại bệnh tật, được gọi là hiệu quả. Tất cả các giai đoạn đều đánh giá an toàn. Giai đoạn cuối cùng, giai đoạn III, thường được thực hiện trên một số lượng lớn người, thường là hàng chục nghìn. Sau đó, vắc-xin cần phải trải qua quá trình xem xét bởi cơ quan quản lý quốc gia, cơ quan sẽ quyết định xem vắc-xin có đủ an toàn và hiệu quả để đưa ra thị trường hay không, và một ủy ban chính sách, cơ quan sẽ quyết định cách thức sử dụng vắc-xin.

Trước đây, vắc-xin được phát triển thông qua một loạt các bước liên tiếp có thể mất nhiều năm. Hiện nay, do nhu cầu cấp bách về vắc-xin COVID-19, các khoản đầu tư tài chính chưa từng có và sự hợp tác khoa học đang thay đổi cách phát triển vắc-xin. Điều này có nghĩa là một số bước trong quá trình nghiên cứu và phát triển đã diễn ra song song, trong khi vẫn duy trì các tiêu chuẩn lâm sàng và an toàn nghiêm ngặt. Ví dụ, một số thử nghiệm lâm sàng đang đánh giá nhiều loại vắc-xin cùng một lúc. Chính quy mô của các cam kết tài chính và chính trị đối với việc phát triển vắc-xin đã cho phép quá trình phát triển này được đẩy nhanh. Tuy nhiên, điều này không làm cho các nghiên cứu kém nghiêm ngặt hơn.

Càng nhiều vắc-xin được phát triển, càng có nhiều cơ hội thành công.

Bất kỳ đánh giá an toàn dài hạn nào cũng sẽ được thực hiện thông qua việc theo dõi liên tục các người tham gia thử nghiệm lâm sàng, cũng như thông qua các nghiên cứu cụ thể và giám sát dược lý chung của những người được tiêm chủng trong quá trình triển khai. Đây là thực hành tiêu chuẩn cho tất cả các vắc-xin mới được cấp phép.

Thông tin thêm về phát triển vắc-xin COVID-19 có sẵn tại đây.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccine-research-and-development
crawled_382,Why are captured wild mammals sold in markets a risk to human health?,Tại sao việc bán động vật có vú hoang dã bị bắt giữ ở các chợ lại là mối nguy hiểm đối với sức khỏe con người?,"Captured wild mammals come into markets without any way to certify if they carry dangerous viruses. Thus, there is a risk of direct transmission to humans from coming into contact with the saliva, blood, urine, mucus, faeces, or other body fluids of an infected animal, and an additional risk of picking up the infection from contact with areas where animals are housed in markets or objects or surfaces that could have been contaminated with such viruses.","Các động vật có vú hoang dã bị bắt đưa vào chợ mà không có cách nào để chứng nhận liệu chúng có mang các loại virus nguy hiểm hay không. Do đó, có nguy cơ lây truyền trực tiếp sang người khi tiếp xúc với nước bọt, máu, nước tiểu, dịch nhầy, phân, hoặc các chất dịch cơ thể khác của động vật bị nhiễm bệnh, và nguy cơ bổ sung là nhiễm bệnh từ việc tiếp xúc với các khu vực nơi động vật được nuôi nhốt trong chợ hoặc các vật dụng hay bề mặt có thể đã bị nhiễm các loại virus này.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/sale-of-live-wild-mammals-in-traditional-food-markets
crawled_383,Should my child wear a mask?,Con tôi có nên đeo khẩu trang không?,"Decisions about mask use in children should be driven by what is in the best interest of the child. Mask use should be flexible, so that children can continue play, education and everyday activities. These activities are an important part of child development and health. No child should be denied access to school or activities because of lack of a mask.

Some countries and regions may have specific policies or recommendations in place. As always, follow the guidance provided by your country or local health department or ministry.

WHO and UNICEF recommend the following:

1. Children aged **5 years and under** do not need to wear a mask because in this age group, they may not be able to properly wear a mask without help or supervision.

2\.  **In areas where SARS\-CoV\-2 is spreading**, children **ages 6\-11 years** are recommended to wear awell\-fitted mask

• in indoor settings where ventilation is poor or unknown, even if physical distancing of at least 1 meter can be maintained; and
• in indoor settings that have adequate ventilation when physical distancing of at least 1 meter cannot be maintained.

3\. Adolescents **12 years or older** should follow the same WHO recommendations for mask use as adults:

A well\-fitted mask that covers the nose and mouth should be worn in settings where SARS CoV\-2 is spreading, regardless of vaccination status or history of prior infection, when interacting with individuals who are not members of their household:

• in indoor settings where ventilation is known to be poor or cannot be assessed, or the ventilation system is not properly maintained, regardless of whether physical distancing of at least 1 meter can be maintained
• in indoor settings that have adequate ventilation if physical distancing of at least 1 meter cannot be maintained; or
• in outdoor settings where physical distancing of at least 1 meter cannot be maintained.

As much as possible, it is important that children of all ages keep their hands clean when putting on and taking off their mask.

A safe environment should be created for children who are not able to tolerate a mask, including requirements for caregivers, teachers or other adults interacting with the child to wear a mask and to be vaccinated against COVID\-19 according to national vaccination policies.","Quyết định về việc sử dụng khẩu trang ở trẻ em nên dựa trên lợi ích tốt nhất cho trẻ. Việc sử dụng khẩu trang nên linh hoạt, để trẻ có thể tiếp tục vui chơi, học tập và tham gia các hoạt động hàng ngày. Những hoạt động này là một phần quan trọng trong sự phát triển và sức khỏe của trẻ. Không nên từ chối cho trẻ đến trường hoặc tham gia các hoạt động chỉ vì thiếu khẩu trang.

Một số quốc gia và khu vực có thể có các chính sách hoặc khuyến nghị cụ thể. Như mọi khi, hãy tuân theo hướng dẫn của cơ quan y tế hoặc bộ y tế quốc gia hoặc địa phương của bạn.

WHO và UNICEF khuyến nghị như sau:

1. Trẻ em **dưới 5 tuổi** không cần đeo khẩu trang vì ở độ tuổi này, các em có thể không thể đeo khẩu trang đúng cách mà không có sự trợ giúp hoặc giám sát.

2. **Ở những khu vực có sự lây lan của SARS-CoV-2**, trẻ em **từ 6-11 tuổi** được khuyến nghị đeo khẩu trang vừa vặn

• trong các không gian trong nhà có hệ thống thông gió kém hoặc không rõ, ngay cả khi có thể duy trì khoảng cách vật lý ít nhất 1 mét; và
• trong các không gian trong nhà có hệ thống thông gió đầy đủ khi không thể duy trì khoảng cách vật lý ít nhất 1 mét.

3. Thanh thiếu niên **từ 12 tuổi trở lên** nên tuân theo các khuyến nghị của WHO về việc sử dụng khẩu trang như người lớn:

Một chiếc khẩu trang vừa vặn che kín mũi và miệng nên được đeo ở những nơi có sự lây lan của SARS-CoV-2, bất kể tình trạng tiêm chủng hay lịch sử nhiễm bệnh trước đó, khi tiếp xúc với những người không phải là thành viên trong gia đình:

• trong các không gian trong nhà có hệ thống thông gió kém hoặc không thể đánh giá, hoặc hệ thống thông gió không được bảo trì đúng cách, bất kể có thể duy trì khoảng cách vật lý ít nhất 1 mét hay không
• trong các không gian trong nhà có hệ thống thông gió đầy đủ nếu không thể duy trì khoảng cách vật lý ít nhất 1 mét; hoặc
• trong các không gian ngoài trời nơi không thể duy trì khoảng cách vật lý ít nhất 1 mét.

Càng nhiều càng tốt, điều quan trọng là trẻ em ở mọi lứa tuổi giữ tay sạch sẽ khi đeo và tháo khẩu trang.

Một môi trường an toàn nên được tạo ra cho trẻ em không thể chịu đựng được khẩu trang, bao gồm yêu cầu người chăm sóc, giáo viên hoặc người lớn khác tiếp xúc với trẻ đeo khẩu trang và tiêm phòng COVID-19 theo chính sách tiêm chủng quốc gia.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-children-and-masks-related-to-covid-19
crawled_384,What is the incubation period for children?,Thời gian ủ bệnh ở trẻ em là bao lâu?,"The incubation period for children is the same as in adults. The time between exposure to COVID\-19 and when symptoms start is commonly around 5 to 6 days, and ranges from 1 to 14 days.","Thời gian ủ bệnh ở trẻ em giống như ở người lớn. Thời gian từ khi tiếp xúc với COVID-19 đến khi xuất hiện triệu chứng thường là khoảng 5 đến 6 ngày, và có thể dao động từ 1 đến 14 ngày.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-schools
crawled_385,Someone in my household tested positive for COVID\-19\. Is it safe to care for them at home?,Một người trong gia đình tôi xét nghiệm dương tính với COVID-19. Liệu việc chăm sóc họ tại nhà có an toàn không?,"People at high risk for severe illness and death from COVID\-19 may require care that cannot be provided at home. Contact your healthcare provider for advice. People at high risk include:  

• people aged 60 and older;
• people who are pregnant and age 35 and older, and who are obese or have chronic medical conditions;
• people of any age with chronic medical conditions (such as chronic cardiac, pulmonary, renal, metabolic, neurologic, liver or hematologic diseases); and
• people with immunosuppressive conditions (such as HIV/AIDS, patients receiving chemotherapy or steroids, and people with cancer. )

If you are in any high\-risk groups and you are NOT vaccinated, you are at risk of more severe disease and death.

If you have recently tested positive for COVID\-19 infection, have mild symptoms AND are at high risk of severe disease, contact your health provider. There may be effective treatments available to you.

If someone in your home is not at high risk for severe disease, tests positive for COVID\-19, and has no symptoms or mild symptoms, they can usually be cared for safely at home. A quick guide to home care for people with COVID\-19 infection can be found here. As you take care of others, don’t forget to take care of yourself too. Wear a medical mask when sharing a space with someone with COVID\-19\. Everyone should follow prevention measures:

• Stay at least 1 metre away from the sick person;
• Where possible, open windows to bring fresh air into the sick person’s room;
• Cough or sneeze into a bent elbow;
• Clean your hands frequently; and
• Get vaccinated as soon as it is your turn.

Monitor the symptoms of the person with COVID\-19 regularly, and call your healthcare provider immediately if you see any of these danger signs:

• Difficulty breathing
• Chest pain
• Confusion
• Loss of speech or mobility","Những người có nguy cơ cao mắc bệnh nặng và tử vong do COVID-19 có thể cần được chăm sóc mà không thể thực hiện tại nhà. Hãy liên hệ với nhà cung cấp dịch vụ y tế của bạn để được tư vấn. Những người có nguy cơ cao bao gồm:

- người từ 60 tuổi trở lên;
- phụ nữ mang thai từ 35 tuổi trở lên, và những người béo phì hoặc có các bệnh lý mãn tính;
- người ở bất kỳ độ tuổi nào có các bệnh lý mãn tính (như bệnh tim mạch, phổi, thận, chuyển hóa, thần kinh, gan hoặc huyết học); và
- người có tình trạng suy giảm miễn dịch (như HIV/AIDS, bệnh nhân đang điều trị hóa trị hoặc dùng steroid, và người mắc bệnh ung thư).

Nếu bạn thuộc bất kỳ nhóm nguy cơ cao nào và CHƯA được tiêm vắc-xin, bạn có nguy cơ mắc bệnh nặng hơn và tử vong.

Nếu bạn vừa có kết quả dương tính với nhiễm COVID-19, có triệu chứng nhẹ VÀ thuộc nhóm nguy cơ cao mắc bệnh nặng, hãy liên hệ với nhà cung cấp dịch vụ y tế của bạn. Có thể có các phương pháp điều trị hiệu quả dành cho bạn.

Nếu có người trong nhà bạn không thuộc nhóm nguy cơ cao mắc bệnh nặng, có kết quả dương tính với COVID-19, và không có triệu chứng hoặc triệu chứng nhẹ, họ thường có thể được chăm sóc an toàn tại nhà. Hướng dẫn nhanh về chăm sóc tại nhà cho người nhiễm COVID-19 có thể được tìm thấy tại đây. Khi bạn chăm sóc người khác, đừng quên chăm sóc bản thân. Đeo khẩu trang y tế khi ở chung không gian với người nhiễm COVID-19. Mọi người nên tuân thủ các biện pháp phòng ngừa:

- Giữ khoảng cách ít nhất 1 mét với người bệnh;
- Nếu có thể, mở cửa sổ để đưa không khí trong lành vào phòng của người bệnh;
- Ho hoặc hắt hơi vào khuỷu tay gập lại;
- Rửa tay thường xuyên; và
- Tiêm vắc-xin ngay khi đến lượt của bạn.

Theo dõi các triệu chứng của người nhiễm COVID-19 thường xuyên, và gọi ngay cho nhà cung cấp dịch vụ y tế nếu bạn thấy bất kỳ dấu hiệu nguy hiểm nào sau đây:

- Khó thở
- Đau ngực
- Lú lẫn
- Mất khả năng nói hoặc vận động",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-families-and-caregivers
crawled_386,How long is it to cook food? To what temperature to kill the virus?,Nấu thức ăn trong bao lâu? Ở nhiệt độ nào để tiêu diệt virus?,"This virus is not more resistant to heat than the usual viruses and bacteria found in food. As recommended for good hygiene practice, foods should be thoroughly cooked to at least 70°C. It is recommended to follow the WHO Five keys to safer food.","Loại virus này không có khả năng chịu nhiệt cao hơn so với các loại virus và vi khuẩn thông thường có trong thực phẩm. Theo khuyến cáo về thực hành vệ sinh tốt, thực phẩm nên được nấu chín kỹ ở nhiệt độ ít nhất 70°C. Nên tuân theo năm chìa khóa của WHO để thực phẩm an toàn hơn.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers
crawled_387,How is COVID\-19 transmitted?,COVID-19 lây truyền như thế nào?,"People can catch COVID\-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth, which are spread when a person with COVID\-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID\-19 by touching these objects or surfaces, and then touching their eyes, nose or mouth. People can also catch COVID\-19 if they breathe in droplets from a person with COVID\-19 who coughs out or exhales droplets.","Mọi người có thể nhiễm COVID-19 từ những người khác đang mang virus. Bệnh có thể lây truyền từ người này sang người khác thông qua các giọt nhỏ từ mũi hoặc miệng, được phát tán khi một người nhiễm COVID-19 ho hoặc thở ra. Những giọt này rơi xuống các vật thể và bề mặt xung quanh người bệnh. Người khác có thể nhiễm COVID-19 bằng cách chạm vào các vật thể hoặc bề mặt này, sau đó chạm vào mắt, mũi hoặc miệng của họ. Mọi người cũng có thể nhiễm COVID-19 nếu họ hít phải các giọt bắn từ một người nhiễm COVID-19 ho hoặc thở ra.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-risks-and-safety-for-older-people
crawled_388,What gaps could such an accord address?,Những khoảng trống nào mà một thỏa thuận như vậy có thể giải quyết?,"Among other things, the new accord could, if WHO’s Member States so decide, address gaps that have been highlighted by the COVID\-19 pandemic, including the following key areas for action:

• global preparedness and response arrangements – including at the human\-animal interface – to help anticipate and prevent future pandemics and address them more effectively when they do arise;
• sustained, predictable funding for health emergency preparedness and response, including from domestic budgets to support preparedness measures and help ensure that the world is prepared and can respond to the emergence of dangerous pathogens; and
• governance and oversight mechanisms to increase trust, ensure accountability and foster transparency.","Trong số những điều khác, thỏa thuận mới có thể, nếu các Quốc gia Thành viên của WHO quyết định như vậy, giải quyết những khoảng trống đã được nêu bật bởi đại dịch COVID-19, bao gồm các lĩnh vực hành động chính sau:

• các sắp xếp về chuẩn bị và ứng phó toàn cầu – bao gồm tại giao diện giữa con người và động vật – để giúp dự đoán và ngăn chặn các đại dịch trong tương lai và giải quyết chúng hiệu quả hơn khi chúng xảy ra;
• tài trợ bền vững và có thể dự đoán được cho việc chuẩn bị và ứng phó với tình trạng khẩn cấp về y tế, bao gồm từ ngân sách trong nước để hỗ trợ các biện pháp chuẩn bị và giúp đảm bảo rằng thế giới đã sẵn sàng và có thể ứng phó với sự xuất hiện của các mầm bệnh nguy hiểm; và
• các cơ chế quản trị và giám sát để tăng cường niềm tin, đảm bảo trách nhiệm giải trình và thúc đẩy tính minh bạch.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/pandemic-prevention--preparedness-and-response-accord
crawled_389,Where can I review the methodology used to calculate the estimates for each country?,Tôi có thể xem lại phương pháp luận được sử dụng để tính toán các ước tính cho mỗi quốc gia ở đâu?,"The methodology paper can be found here. In light of the evolving situation surrounding the COVID\-19 pandemic, the
estimates will be updated periodically as more data becomes available.","Bài báo về phương pháp có thể được tìm thấy ở đây. Trước tình hình diễn biến phức tạp của đại dịch COVID-19, các ước tính sẽ được cập nhật định kỳ khi có thêm dữ liệu mới.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/global-excess-deaths-associated-with-the-COVID-19-pandemic
crawled_390,"Can I get COVID\-19 from eating fresh foods, like fruits and vegetables?",Tôi có thể bị nhiễm COVID-19 từ việc ăn thực phẩm tươi sống như hoa quả và rau củ không?,"There is currently no evidence that people can catch COVID\-19 from food, including fruits and vegetables. Fresh fruits and vegetables are part of a healthy diet and their consumption should be encouraged.  __Read more in the__ __COVID\-19 and food safety: guidance for food businesses__","Hiện tại không có bằng chứng cho thấy con người có thể nhiễm COVID-19 từ thực phẩm, bao gồm trái cây và rau củ. Trái cây và rau củ tươi là một phần của chế độ ăn uống lành mạnh và nên được khuyến khích tiêu thụ. __Đọc thêm trong__ __COVID-19 và an toàn thực phẩm: hướng dẫn cho các doanh nghiệp thực phẩm__",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition
crawled_391,Are children at lower risk of COVID\-19 than adults?,Trẻ em có nguy cơ mắc COVID-19 thấp hơn người lớn không?,"So far, data suggests that children under the age of 18 years represent about 8\. 5% of reported cases, with relatively few deaths compared to other age groups and usually mild disease. However, cases of critical illness have been reported. As with adults, pre\-existing medical conditions have been suggested as a risk factor for severe disease and intensive care admission in children.

Further studies are underway to assess the risk of infection in children and to better understand transmission in this age group.","Cho đến nay, dữ liệu cho thấy trẻ em dưới 18 tuổi chiếm khoảng 8,5% số ca được báo cáo, với số ca tử vong tương đối ít hơn so với các nhóm tuổi khác và thường là bệnh nhẹ. Tuy nhiên, đã có báo cáo về các trường hợp bệnh nặng. Cũng như ở người lớn, các bệnh lý nền đã được cho là yếu tố nguy cơ dẫn đến bệnh nặng và cần nhập viện chăm sóc đặc biệt ở trẻ em.

Các nghiên cứu thêm đang được tiến hành để đánh giá nguy cơ nhiễm bệnh ở trẻ em và hiểu rõ hơn về sự lây truyền trong nhóm tuổi này.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-schools
crawled_392,"I know there is a risk of getting COVID\-19, but can I still play sports?","Tôi biết có nguy cơ bị nhiễm COVID-19, nhưng tôi vẫn có thể chơi thể thao được không?","Yes. You can play sports that are in line with the physical distancing measures and movement restrictions that are in place in your country. If you are able to go for a bicycle ride, or if you go to a park or public open space to walk, run or exercise always practice physical distancing and wash your hands with water and soap before you leave, when you get to where you are going, and as soon as you get home.   If water and soap are not immediately available, use alcohol\-based hand rub.

Being physically active is good for your health, both physical and mental. Set up a regular routine to practice activities or sports that do not require close contact with others every day for 1 hour. You can do individual sports, like jogging, walking, dancing or yoga. There are many options to try. You can set up playground games indoors, such as jump rope and hop\-scotch, play with your brothers and sisters, and practice some strength training activities, using improvised weights like bottles full of water or sand. If you have access to the internet, you can also join in online active games or fitness classes, or set up your own online physical exercises with your friends or classmates. Find an activity that is fun, can be done within the restrictions that are in place in your country, and makes you feel good.

**Do not exercise if you have a fever, cough and difficulty breathing. **Stay home and rest, seek medical attention and follow the directions of your local health authority.

 

__Further resources: __

• Read our Q\&A on How to be active during COVID\-19","Có. Bạn có thể tham gia các môn thể thao phù hợp với các biện pháp giãn cách xã hội và hạn chế di chuyển đang được áp dụng tại quốc gia của bạn. Nếu bạn có thể đi xe đạp, hoặc nếu bạn đến công viên hoặc không gian công cộng để đi bộ, chạy hoặc tập thể dục, hãy luôn thực hành giãn cách xã hội và rửa tay bằng nước và xà phòng trước khi rời đi, khi bạn đến nơi và ngay khi về nhà. Nếu không có nước và xà phòng ngay lập tức, hãy sử dụng dung dịch rửa tay có cồn.

Hoạt động thể chất có lợi cho sức khỏe của bạn, cả về thể chất lẫn tinh thần. Hãy thiết lập một thói quen thường xuyên để thực hành các hoạt động hoặc môn thể thao không yêu cầu tiếp xúc gần với người khác mỗi ngày trong 1 giờ. Bạn có thể tham gia các môn thể thao cá nhân, như chạy bộ, đi bộ, nhảy múa hoặc yoga. Có nhiều lựa chọn để thử. Bạn có thể tổ chức các trò chơi sân chơi trong nhà, như nhảy dây và nhảy lò cò, chơi với anh chị em của mình, và thực hành một số hoạt động rèn luyện sức mạnh, sử dụng các vật nặng tự chế như chai nước hoặc cát. Nếu bạn có truy cập internet, bạn cũng có thể tham gia các trò chơi vận động trực tuyến hoặc các lớp thể dục, hoặc tổ chức các bài tập thể dục trực tuyến của riêng bạn với bạn bè hoặc bạn cùng lớp. Tìm một hoạt động thú vị, có thể thực hiện trong các hạn chế đang áp dụng tại quốc gia của bạn và khiến bạn cảm thấy tốt.

**Không tập thể dục nếu bạn bị sốt, ho và khó thở.** Hãy ở nhà và nghỉ ngơi, tìm kiếm sự chăm sóc y tế và tuân theo hướng dẫn của cơ quan y tế địa phương.

__Tài nguyên bổ sung:__

• Đọc phần Hỏi & Đáp của chúng tôi về Cách hoạt động trong thời kỳ COVID-19.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-adolescents-and-youth
crawled_393,Some of my friends are not sticking to the rules about physical distancing. What should I do?,Một số bạn bè của tôi không tuân thủ các quy tắc về giãn cách xã hội. Tôi nên làm gì?,"Explain to your friends why it is important to protect themselves and others by washing their hands, avoiding touching their face, always coughing or sneezing into their elbow, sleeve, or a tissue, and cooperating with physical distancing measures and movement restrictions when called on to do so. Maybe you can share ideas for fun virtual activities that your friends can participate in, and you can encourage them to do them together with you or with other friends. For example, you can encourage them to join YouthAgainstCOVID19 campaign that aims to help teach young people around the world about COVID\-19 and what they can do to keep their friends, families and communities safe. This way you are giving them alternatives rather than just telling them to stay at home.

But, remember that you do not have control over other peoples’ actions so do not get into an argument or a fight to try to change their minds.","Giải thích cho bạn bè của bạn tại sao việc bảo vệ bản thân và người khác bằng cách rửa tay, tránh chạm vào mặt, luôn ho hoặc hắt hơi vào khuỷu tay, tay áo, hoặc khăn giấy, và hợp tác với các biện pháp giãn cách xã hội và hạn chế di chuyển khi được yêu cầu là quan trọng. Có thể bạn có thể chia sẻ ý tưởng về các hoạt động ảo thú vị mà bạn bè của bạn có thể tham gia, và bạn có thể khuyến khích họ thực hiện cùng bạn hoặc với những người bạn khác. Ví dụ, bạn có thể khuyến khích họ tham gia chiến dịch YouthAgainstCOVID19, nhằm giúp giáo dục giới trẻ trên toàn thế giới về COVID-19 và những gì họ có thể làm để giữ an toàn cho bạn bè, gia đình và cộng đồng của mình. Bằng cách này, bạn đang đưa ra các lựa chọn thay thế thay vì chỉ bảo họ ở nhà.

Nhưng, hãy nhớ rằng bạn không thể kiểm soát hành động của người khác, vì vậy đừng tranh cãi hay xung đột để cố gắng thay đổi suy nghĩ của họ.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-adolescents-and-youth
